EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2015-2-1,36,28,20,29,19,6,85,66,47,30.22,30.13,29.99,10,7,1,12,4,17,0.03,6,Snow,193<br />
2015-2-2,34,24,14,30,24,5,92,80,67,30.00,29.60,29.39,9,3,0,22,10,32,1.02,8,Fog-Rain-Snow,44<br />
2015-2-3,26,20,13,12,8,4,70,60,50,30.31,30.22,29.99,10,9,8,17,7,27,0.00,0,,271<br />
2015-2-4,43,34,24,28,21,11,63,56,49,30.32,30.14,29.91,10,9,7,13,4,19,0.00,5,,241<br />
2015-2-5,42,28,14,27,10,-6,69,50,31,30.22,30.02,29.83,10,10,9,20,8,30,0.00,3,,308<br />
2015-2-6,27,20,12,7,0,-3,53,43,33,30.27,30.19,30.10,10,10,10,17,7,26,0.00,1,,283<br />
2015-2-7,40,33,25,26,17,8,75,61,46,30.16,30.09,29.98,10,8,0,12,4,18,0.02,7,Snow,256<br />
2015-2-8,37,33,29,30,28,23,89,74,59,29.98,29.92,29.86,9,5,2,18,9,26,0.00,7,,69<br />
2015-2-9,29,27,25,23,19,18,81,75,68,30.02,29.99,29.94,10,9,5,20,11,29,0.09,8,,62<br />
2015-2-10,40,33,26,22,19,17,69,59,48,30.08,30.04,30.00,10,9,3,18,10,27,0.01,6,Snow,32<br />
2015-2-11,34,28,22,16,11,8,65,50,35,30.10,30.02,29.91,10,10,10,18,7,26,0.00,0,,39<br />
2015-2-12,40,28,16,27,19,-4,69,55,41,29.93,29.79,29.70,10,8,1,22,7,39,T,7,Snow,281<br />
2015-2-13,21,15,8,-5,-7,-9,50,41,31,30.17,30.10,29.96,10,10,10,22,9,37,0.00,0,,305<br />
2015-2-14,32,24,16,22,15,-6,75,54,33,30.12,29.67,29.44,10,6,1,14,5,23,0.02,7,Snow,256<br />
2015-2-15,25,15,4,19,0,-13,81,58,34,30.11,29.75,29.44,10,9,2,23,15,42,T,4,Snow,307<br />
2015-2-16,21,12,3,-6,-11,-13,51,38,25,30.20,30.14,30.08,10,10,10,21,7,36,0.00,1,,304<br />
2015-2-17,27,21,14,12,9,-5,80,57,34,30.04,29.93,29.85,10,5,0,12,5,16,0.14,6,Snow,27<br />
2015-2-18,33,26,19,21,14,8,67,55,43,29.93,29.81,29.72,10,8,1,15,4,21,T,3,Snow,280<br />
2015-2-19,27,18,8,11,-3,-13,55,40,25,30.00,29.81,29.71,10,10,10,20,11,31,0.00,3,,294<br />
2015-2-20,19,11,2,-5,-10,-16,44,39,33,30.49,30.25,30.03,10,10,10,22,10,36,0.00,0,,282<br />
2015-2-21,32,23,13,29,15,-8,85,59,33,30.52,30.33,30.15,10,4,0,14,4,23,0.61,5,Fog-Rain-Snow,229<br />
2015-2-22,43,38,32,30,28,25,89,71,53,30.20,30.16,30.13,10,5,2,12,3,17,0.10,5,Rain-Snow,272<br />
2015-2-23,38,23,8,25,1,-12,64,45,25,30.41,30.29,30.18,10,10,10,17,11,29,0.00,2,,314<br />
2015-2-24,24,14,4,12,-3,-12,60,47,34,30.40,30.18,29.84,10,10,10,14,6,23,0.00,1,,227<br />
2015-2-25,37,29,20,14,10,4,65,49,32,29.99,29.85,29.75,10,10,10,15,6,24,0.00,0,,281<br />
2015-2-26,32,27,21,15,9,1,63,46,29,30.15,30.01,29.91,10,10,3,15,7,20,0.00,5,,26<br />
2015-2-27,30,24,18,6,3,-3,54,41,28,30.61,30.39,30.16,10,10,10,13,6,20,0.00,2,,319<br />
2015-2-28,29,21,13,3,-2,-5,51,40,29,30.82,30.74,30.64,10,10,10,12,4,18,0.00,0,,281<br />
