EST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressureIn, Mean Sea Level PressureIn, Min Sea Level PressureIn, Max VisibilityMiles, Mean VisibilityMiles, Min VisibilityMiles, Max Wind SpeedMPH, Mean Wind SpeedMPH, Max Gust SpeedMPH,PrecipitationIn, CloudCover, Events, WindDirDegrees<br />
2000-2-1,35,31,27,21,19,18,72,64,54,29.86,29.82,29.75,10,10,10,16,10,25,0.00,4,,280<br />
2000-2-2,28,24,21,11,7,0,55,47,35,30.17,29.99,29.84,10,10,10,17,12,33,0.00,2,,309<br />
2000-2-3,32,26,21,27,17,4,100,67,48,30.08,29.95,29.82,10,8,0,13,6,18,0.10,7,Fog-Snow,33<br />
2000-2-4,32,28,27,27,26,24,92,86,82,29.90,29.85,29.79,10,7,3,9,5,,0.00,8,Snow,56<br />
2000-2-5,35,30,26,28,18,9,92,61,38,30.01,29.94,29.89,10,9,2,15,7,24,0.00,4,Snow,294<br />
2000-2-6,37,32,28,20,15,9,66,50,31,30.28,30.18,29.96,10,10,3,14,10,26,0.00,2,Snow,292<br />
2000-2-7,43,36,28,25,21,14,67,57,45,30.30,30.04,29.96,10,10,10,15,12,26,0.00,5,,289<br />
2000-2-8,30,24,19,17,8,1,66,48,33,30.57,30.47,30.32,10,10,10,14,8,21,0.00,0,,333<br />
2000-2-9,45,36,27,31,25,17,79,65,58,30.40,30.15,29.99,10,10,10,14,9,22,0.00,1,,263<br />
2000-2-10,48,42,37,34,31,27,82,64,53,30.07,30.00,29.89,10,8,6,12,6,16,0.00,3,,93<br />
2000-2-11,51,40,28,41,31,14,93,75,54,30.08,29.82,29.66,10,6,1,20,7,32,0.00,6,Rain,334<br />
2000-2-12,32,28,23,12,7,3,55,43,30,30.29,30.24,30.10,10,10,10,16,10,21,0.00,2,,13<br />
2000-2-13,41,32,24,41,22,3,100,66,36,30.30,30.19,29.96,10,9,2,9,6,,0.13,5,Rain,157<br />
2000-2-14,53,46,39,52,42,33,100,90,70,29.94,29.65,29.52,10,6,1,15,7,26,0.37,8,Rain,283<br />
2000-2-15,41,37,33,27,19,14,67,52,36,30.22,30.01,29.72,10,10,10,17,11,26,0.00,2,,323<br />
2000-2-16,51,42,33,39,30,18,79,62,50,30.20,30.03,29.86,10,10,8,13,7,23,0.00,6,,276<br />
2000-2-17,37,32,26,25,10,6,62,43,35,30.59,30.46,30.16,10,10,10,17,10,29,0.00,3,,340<br />
2000-2-18,33,30,28,34,25,13,100,82,49,30.58,30.26,29.94,10,6,0,23,9,31,0.58,8,Fog-Rain-Snow,89<br />
2000-2-19,32,31,30,32,31,28,100,99,92,30.07,29.95,29.85,10,7,2,12,7,17,0.24,8,Rain,54<br />
2000-2-20,37,34,30,32,28,23,100,80,57,30.25,30.17,30.09,10,10,6,15,7,24,0.00,5,,298<br />
2000-2-21,42,36,30,28,25,22,79,65,49,30.47,30.39,30.27,10,10,10,10,7,16,0.00,0,,298<br />
2000-2-22,44,38,35,31,28,27,76,70,60,30.55,30.51,30.47,10,9,7,10,4,,0.00,2,,271<br />
2000-2-23,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-24,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-25,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-26,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-27,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-28,,,,,,,,,,,,,,,,,,,,,,<br />
2000-2-29,,,,,,,,,,,,,,,,,,,,,,<br />
